Name,Rating,Rating Count,Address,Verified
"R H B Enterprise in Kopar Khairane, Mumbai",3.8,2,"Sector No 12,Bonkode Gaon, Kopar Khairane, Navi Mumbai - 400709, City Hospital",Verified
"Vishwakarma Carpenters in Kandivali East, Mumbai",4.8,5,"Ramakant Vishwakarma Ganesh Chawl, Akurli Road, Kandivali East, Mumbai - 400101, Near Shree Ram School Kranti Nagar",Not Verified
"Guddu Sharma in Jogeshwari West, Mumbai",2.8,9,"BMC Colony Room No 41, Oshiwara, Jogeshwari West, Mumbai - 400102, Near Om Heera Pana Mall",Not Verified
"R H B Enterprise in Kopar Khairane, Mumbai",3.8,2,"Sector No 12,Bonkode Gaon, Kopar Khairane, Navi Mumbai - 400709, City Hospital",Verified
"Aayat Carpenter in Kherwadi-Bandra East, Mumbai",5.0,1,"Bhanumati Chawl ,Plot Number A/168,Grond Floor, Kherwadi Bandra East, Kherwadi-Bandra East, Mumbai - 400051, Behind Shiv Sena Shakha",Not Verified
"Ranjeet Raghunath (Carpenter) in Lokhandwala Complex-kandivali East, Mumbai",3.8,4,"Room No. 6, Lokhandwala Complex-kandivali East, Mumbai - 400101, Kranti Nagar, Near Anudatta School",Verified
"Ansar Furniture in Behram Baug-Jogeshwari West, Mumbai",5.0,3,"Shop No 1 Thakur Chawl, Kadam Nagar, Behram Baug-Jogeshwari West, Mumbai - 400102",Verified
"Bombay Furniture in Wadala West, Mumbai",3.5,2,"Room No 15, Antophill, SMD Road, Wadala West, Mumbai - 400031, Barkat Ali Naka",Not Verified
"Alam Carpenter in Vasai East, Mumbai",5.0,11,"Evershine City, Vasai East, Palghar - 401208, Evershine Last Stop",Not Verified
"Shivshakti Interiors & Modular Kitchen in Dombivli East, Mumbai",4.8,5,"Shop No 1, Ayappa Niwas, Manpada Road, Dombivli East, Thane - 421201, Near Ayappa Mandir",Not Verified
"Karim Samani in Rabodi-Thane West, Mumbai",5.0,5,"Shreerang Society, Bajuji Nagar, Rabodi-Thane West, Thane - 400601, Near Datta Mandir",Not Verified
"Bhakti Interior Decorator in Mira Bhayandar Road-Mira Road, Mumbai",4.8,174,"Shop No 04 Shrinath Bhakti Indarlok Phase 1, Indralok Phase 1, Mira Bhayandar Road-Mira Road, Thane - 401107, Opposite Jyoti Park",Not Verified
"Ranjish Kumar Vishvakarma in Santacruz East, Mumbai",4.9,5,"Vakola Police Choki, Santacruz East, Mumbai - 400029, Near Railway Station",Not Verified
"Asha Furniture in Panvel, Mumbai",3.9,12,"Shop No F9 Balaji Arcade, Panvel, Navi Mumbai - 410206, Near Gavdevi Mandir",Not Verified
"Surya  Interior and Construction in Mahim Railway Station-Mahim, Mumbai",3.5,2,"Near CCD Mahim West, Station Road, Mahim Railway Station-Mahim, Mumbai - 400016",Not Verified
"Pradeep Interior Decor in Kandivali East, Mumbai",4.1,4,"Sriram Tailor  Vadar Pada Road No-2, Akruli Road, Kandivali East, Mumbai - 400101, Near Mahindra &Mahindra",Not Verified
"Om Enterprises in Kharghar, Mumbai",3.0,6,"Surekha Patil Niwas,  House  No. 944, Room No. 17, Kharghar, Navi Mumbai - 410210, Near Ram Mandir and D Mart",Not Verified
"S.R Interior Solution in Borivali East, Mumbai",4.6,7,"Khanderao Dongri Kanghe, CHL Dattapada Road, Borivali East, Mumbai - 400066, Near Balwadi",Verified
"Shah Plywood And Interiors in Kharghar, Mumbai",5.0,7,"Shop No 7, Garden Court, Plot No.2,, Sector 35-E, Kharghar, Navi Mumbai - 410210, Next to Patel Paradise",Not Verified
"Galaxy Ceramic in Dombivli East, Mumbai",3.7,26,"Shop No 7, Ayappa Niwas, Manpada Road, Sagaon, Dombivli East, Thane - 421201, Near Ayappa Mandir",Not Verified
"Jai Mata Di Enterprises in Kalyan East, Mumbai",2.8,8,"Shop Number 13 , Navnath Nivas, Kalyan East, Thane - 421306, Near Patil School",Not Verified
"Vishwakarma Interior in Malad West, Mumbai",5.0,1,"Malavani 1 Nob, Ali Talav Road Kharodi, Malad West, Mumbai - 400064, Near Navjyoti School",Verified
"Homereviver in Malad East, Mumbai",4.7,18,"G-55,A Wing,Express Zone, Western Express Highway, Malad East, Mumbai - 400097, Opposite Reliance Energy",Verified
"Fine Decor & Wallpaper in Grant Road, Mumbai",4.0,15,"Shop No 18 A, Orient Shopping Centre, M S Ali Road, Grant Road, Mumbai - 400008",Not Verified
"Vishwakarma Interior in Dombivli East, Mumbai",4.9,20,"Shop No 1 ,Shree Bharadi Aai Heights,C Wing, Bhopar Road, Dombivli East, Thane - 421201, Near Patel Dairy",Not Verified
"Aayat Carpenter in Kherwadi-Bandra East, Mumbai",5.0,1,"Bhanumati Chawl ,Plot Number A/168,Grond Floor, Kherwadi Bandra East, Kherwadi-Bandra East, Mumbai - 400051, Behind Shiv Sena Shakha",Not Verified
"Vishwakarma Furniture in Kandivali West, Mumbai",4.1,8,"Shop No 10,Yogi Niwas, Khajura Road, Kandivali West, Mumbai - 400067, Near Cinestar Cinema & Station",Not Verified
"R V Furniture in Santacruz East, Mumbai",5.0,1,"Bharadwaj Nagar, New Agree Para, Santacruz East, Mumbai - 400055, Mahakali Shivshankar Nagar",Not Verified
"Kailash Carpentry Works in Hiranandani Estate-Thane West, Mumbai",4.2,12,"Dongripada, Ghodbunder Road, Hiranandani Estate-Thane West, Thane - 400607",Not Verified
"Jadhav Enterprises in Lower Parel, Mumbai",3.6,19,"3rd Floor, Flat 304, Priya Darshan CHS, S B Pawar Marg, Lower Parel, Mumbai - 400013, Near Railway Station",Not Verified
"Sharma Interior Decorators in Cbd Belapur, Mumbai",4.7,16,"Sharma Timber Mart,Shop No.1, Mahesh Bldg,Sector-15 Plot No.37, Cbd Belapur, Navi Mumbai - 400614, Near Croma Showroom",Not Verified
"Khushi Enterprises in Bhayandar West, Mumbai",3.5,2,"JAI AMBE NAGAR NO. 1, CHOWPATTY ROAD, Bhayandar West, Thane - 401101, NEAR SAGAR BACKARY",Not Verified
"Home Made Interior in Chembur East, Mumbai",5.0,15,"Room No 125, Rahul Nagar,, Chembur East, Mumbai - 400074, VASHI NAKA",Not Verified
"Sanjay D Vishwakarma (Carpenter) in Goregaon East, Mumbai",4.4,18,"Indian Oil Complex, Suchidham, Goregaon East, Mumbai - 400063, Near Dindoshi Bus Depo",Not Verified
"Jai Mata Di Enterprises in Kalyan East, Mumbai",2.8,8,"Shop Number 13 , Navnath Nivas, Kalyan East, Thane - 421306, Near Patil School",Not Verified
"Jadhav Enterprises in Lower Parel, Mumbai",3.6,19,"3rd Floor, Flat 304, Priya Darshan CHS, S B Pawar Marg, Lower Parel, Mumbai - 400013, Near Railway Station",Not Verified
"Sagar Furniture in Jogeshwari West, Mumbai",4.0,17,"Relief Road, Jogeshwari West, Mumbai - 400102, Oshiwara, Near Kabristan",Not Verified
"Shree Ganesh Furniture and Interior Contractor in Kapurbawdi-Thane West, Mumbai",4.2,5,"Shree Adinath Complex, Near Shivaji Maharaj Garden, Kapurbawdi-Thane West, Thane - 400607, Near Big Bazaar",Not Verified
"Shoyab M Sadriwala in Andheri West, Mumbai",4.2,41,"Shop No.20, Building No.01, Amit Nagar ,Andheri West, Andheri West, Mumbai - 400061, Yari Road",Not Verified
"Shree Ganesh Enterprises in Mira Road, Mumbai",3.7,10,"Shop No B 06,Ramdev Enclave, Ramdev Park Road, Mira Road, Thane - 401107, Opp Seven Squre Academy",Not Verified
"Ranjish Kumar Vishvakarma in Santacruz East, Mumbai",4.9,5,"Vakola Police Choki, Santacruz East, Mumbai - 400029, Near Railway Station",Not Verified
"R H B Enterprise in Kopar Khairane, Mumbai",3.8,2,"Sector No 12,Bonkode Gaon, Kopar Khairane, Navi Mumbai - 400709, City Hospital",Verified
"Om Enterprises in Kharghar, Mumbai",3.0,6,"Surekha Patil Niwas,  House  No. 944, Room No. 17, Kharghar, Navi Mumbai - 410210, Near Ram Mandir and D Mart",Not Verified
"Pradeep Interior Decor in Kandivali East, Mumbai",4.1,4,"Sriram Tailor  Vadar Pada Road No-2, Akruli Road, Kandivali East, Mumbai - 400101, Near Mahindra &Mahindra",Not Verified
"Dharam Furniture Enterprises in Dombivli East, Mumbai",4.8,45,"Shop No B/ 005, Shree Swami Samarth Building,, Dawdi, Dombivli East, Thane - 421201, Behind Regency Estate",Not Verified
"Shivshakti Interiors & Modular Kitchen in Dombivli East, Mumbai",4.8,5,"Shop No 1, Ayappa Niwas, Manpada Road, Dombivli East, Thane - 421201, Near Ayappa Mandir",Not Verified
"Azra Interior Furniture Work in Mumbra, Mumbai",3.5,1,"Back to Hira Residency Khan Compond Shop No -5, New Market Issa No 2 Sarway No 84, Mumbra, Thane - 400612",Not Verified
"Super Electrician Services in Goregaon West, Mumbai",4.9,30,"House NO 380, New Link Road, Goregaon West, Mumbai - 400104, Bhagat Singh Nagar No.1",Not Verified
"Ramvirksh Sharma in Colaba, Mumbai",4.0,4,"113,Ganesh Murti Nagar, Prakash Pethe Marg, Colaba, Mumbai - 400005, Near World Trade Centre",Verified
"Maintenance & Furniture Works in Kandivali East, Mumbai",3.5,2,"1/11,Nav Tarun Mitra Mandal, Akurli Road, Kandivali East, Mumbai - 400101, Near Hanuman Mandir",Not Verified
"Al Mehdi Interior in Masjid Bunder, Mumbai",4.1,4,"13,3rd Floor Plot 156/158 Baldiwala Building, Nagdevi Path, Masjid Bunder, Mumbai - 400003, Near Crawford Market",Not Verified
"Kwikland-Services in Mahim, Mumbai",4.8,32,"Room No-5  Navjivan Kamgar Chawl, Mori Road Mahim West, Mahim, Mumbai - 400016, Opp K. J Khilnani High School",Not Verified
"Apna Furniture in Malad East, Mumbai",4.2,5,"Shop No 6, A K Vaidya Marg, Flim City Road, Malad East, Mumbai - 400097, Opposite Heena Gaurav Tower",Verified
"Al Mehdi Interior in Masjid Bunder, Mumbai",4.1,4,"13,3rd Floor Plot 156/158 Baldiwala Building, Nagdevi Path, Masjid Bunder, Mumbai - 400003, Near Crawford Market",Not Verified
"Ramvirksh Sharma in Colaba, Mumbai",4.0,4,"113,Ganesh Murti Nagar, Prakash Pethe Marg, Colaba, Mumbai - 400005, Near World Trade Centre",Verified
"Arun Carpenter Works in Wadala West, Mumbai",4.8,6,"Salt Pan Road, Wadala West, Mumbai - 400031, Near Bharni Naka Antop Hill, Shanti Nagar Azad Mohalla",Not Verified
"Shiva Interiors in Kamothe, Mumbai",5.0,1,"Shop No 1 Bansal Towar, Plot No 73/74 Sector-21, Kamothe, Navi Mumbai - 410206, Near Aarti Medical",Not Verified
"Yadav Civil Contractor in Dadar West, Mumbai",3.7,20,"Shantkunj Building, Shop No. 1, D.S. Babarekar Marg, Ash Lane Galli, Gokhale Road, Dadar West, Mumbai - 400028, Bharat Petrol Pump",Not Verified
"Reliable Enterprises in Andheri East, Mumbai",4.2,31,"BD Yadav Compound Pump House, Jijamata Road, Andheri East, Mumbai - 400093, Near Manish Park",Verified
"Indian Furniture in Uthalsar-Thane West, Mumbai",4.3,3,"G-2, Mataji Trading, Snehal Smruti Building, Snehal Smruti Building, Uthalsar-Thane West, Thane - 400601, Opposite TMC School",Not Verified
"M.T  Enterprises in Malad West, Mumbai",4.8,2,"Azmi Nagar, CTS-3095 ,Sarve-155, Hissa-5 Marve Road, Malad West, Mumbai - 400095, Rathodi Village",Not Verified
"Maintenance & Furniture Works in Kandivali East, Mumbai",3.5,2,"1/11,Nav Tarun Mitra Mandal, Akurli Road, Kandivali East, Mumbai - 400101, Near Hanuman Mandir",Not Verified
"Surya  Interior and Construction in Mahim Railway Station-Mahim, Mumbai",3.5,2,"Near CCD Mahim West, Station Road, Mahim Railway Station-Mahim, Mumbai - 400016",Not Verified
"Ops Furnitures in Dombivli East, Mumbai",5.0,6,"Shop No. 5, Ravi Residency, Bhopar Road, Desalepada, Dombivli East, Thane - 421203, Opp Gardian School / CNG Pump",Not Verified
"RPL Interior & Project Management in Goregaon West, Mumbai",3.5,2,"Room No C/4, Vinayak Nagar, Goregaon West, Mumbai - 400062, Opp Maharashtra Vidhyala",Not Verified
"A.S.I Enterprises in Cbd Belapur, Mumbai",5.0,2,"A3-8 Lane No.2, Cbd Belapur, Navi Mumbai - 400614, Near Chatrapati  Shivaji Chowk",Not Verified
"Wood Work Interior in Balkum, Mumbai",4.3,5,"Balkum naka, Balkum, Thane - 400608, Near raj residency hotel,hanuman mandir",Not Verified
"Siddharth Carpenter and Painting Work in Borivali West, Mumbai",4.9,4,"Mishra Compound Gali No 1, New Link Road IC Colony, Borivali West, Mumbai - 400103, Near Sardhar Vallabhbhai Patel School",Not Verified
"Ashish Interior Decorator and Civil Contractor in Mulund West, Mumbai",5.0,4,"Shop No.12,Sunita Anand Palace, B.R. Road, Mulund West, Mumbai - 400080, Near Hardev Hospital",Not Verified
"Kwikland-Services in Mahim, Mumbai",4.8,32,"Room No-5  Navjivan Kamgar Chawl, Mori Road Mahim West, Mahim, Mumbai - 400016, Opp K. J Khilnani High School",Not Verified
"Shah Plywood And Interiors in Kharghar, Mumbai",5.0,7,"Shop No 7, Garden Court, Plot No.2,, Sector 35-E, Kharghar, Navi Mumbai - 410210, Next to Patel Paradise",Not Verified
"Vishwakarma Civil Contractor in Airoli, Mumbai",5.0,1,"Flat No 303 Shanti Villa, Sector No 9, Airoli, Navi Mumbai - 400708, Nr Dmart",Not Verified
"S K Aluminium ACP And Glazing Works in Thane West, Mumbai",3.9,5,"Shop No 1, Jai Bhawani Nagar, Manpada, Ghod Bunder Road, Thane West, Thane - 400607, Near Duga Mata Mandir",Not Verified
"Ccc Interior Decorators in Andheri East, Mumbai",4.1,20,"Golden Apt. Opp Pidilite Industries LTD, Shree Ran Krishna Mandir Road, Andheri East, Mumbai - 400059, Kondivita Village",Not Verified
"Karim Samani in Rabodi-Thane West, Mumbai",5.0,5,"Shreerang Society, Bajuji Nagar, Rabodi-Thane West, Thane - 400601, Near Datta Mandir",Not Verified
"Oms Corp Care System in Sanpada, Mumbai",5.0,2,"Shop No 6, Shiv Datt Chs,Plot No 15, Sector 01, Sanpada, Navi Mumbai - 400703, Off Palm Beach Sector",Verified
"TCS Enterprises in Nalasopara East, Mumbai",3.5,2,"New Kumar Apartment A Wing 303, Saadhi.com Ambawadi Tulinj Road, Nalasopara East, Palghar - 401209, Rahul High School",Not Verified
"A1 Aluminium Windows & Furniture Work in Palava City, Mumbai",4.8,3,"Shop No 1 Casa Rio Gold, Gate No 2, Palava City, Thane - 421204, Near Xperia Mall",Not Verified
"Shree Krishna Interiors in Borivali East, Mumbai",2.3,2,"Room No-8, Hanuman Takdi,, Kajupada, Borivali East, Mumbai - 400066, Near Jivdani Building",Not Verified
"A.S.I Enterprises in Cbd Belapur, Mumbai",5.0,2,"A3-8 Lane No.2, Cbd Belapur, Navi Mumbai - 400614, Near Chatrapati  Shivaji Chowk",Not Verified
"Nakoda Electric Hardware Store in Powai, Mumbai",4.4,83,"Shop No 47, C Wing, Prathmesh Galaxy, Adi Shankaracharya Road, Powai, Mumbai - 400076",Verified
"Shiva Interiors in Kamothe, Mumbai",5.0,1,"Shop No 1 Bansal Towar, Plot No 73/74 Sector-21, Kamothe, Navi Mumbai - 410206, Near Aarti Medical",Not Verified
"Tushar Painting Contractors in Kamothe, Mumbai",4.0,1,"Raveerachna Arcade, Sector -34,Plot No-38, Kamothe, Navi Mumbai - 410206, Near Apna Sahkari Bank",Not Verified
"My Furniture Town in Juhu, Mumbai",4.8,16,"Juhu Road, Juhu, Mumbai - 400049, Next to BSNL, Opposite Ajivasan Hall",Verified
"Aryan Group Of Company in Jogeshwari East, Mumbai",4.4,5,"Durga Nagar, JVLR Road, Jogeshwari East, Mumbai - 400060, Opposite MMRDA Colony",Not Verified
"Bhandari Circle in Goregaon West, Mumbai",3.5,2,"Tanaji Nagar, Teen Dongri Part 1, Goregaon West, Mumbai - 400062, Near Pathak Hotel",Not Verified
"Shrishti Interior in Thane West, Mumbai",4.1,4,"Ganesh Colony, Kolshet Road, Thane West, Thane - 400606, Near Shani Mandir",Not Verified
"A 2 Z Furniture in Nerul, Mumbai",4.4,17,"Shop No.2,Plot No.727,Pandit Darshan Building, Sector 20, Nerul, Navi Mumbai - 400706, Samsaan Bhoomi",Not Verified
"Shilpa Interior in Kandivali East, Mumbai",5.0,1,"Building No 15 Room No 11, Road No 1, Kandivali East, Mumbai - 400101",Not Verified
"Ashish Interior Decorator and Civil Contractor in Mulund West, Mumbai",5.0,4,"Shop No.12,Sunita Anand Palace, B.R. Road, Mulund West, Mumbai - 400080, Near Hardev Hospital",Not Verified
"B N Furniture in Dombivli East, Mumbai",4.1,10,"B N Furniture, Manpada Road, Dombivli East, Thane - 421201, Near Union Bank Of India",Not Verified
"S K Aluminium ACP And Glazing Works in Thane West, Mumbai",3.9,5,"Shop No 1, Jai Bhawani Nagar, Manpada, Ghod Bunder Road, Thane West, Thane - 400607, Near Duga Mata Mandir",Not Verified
"D Nikhileshwar Interior in Thane West, Mumbai",4.7,28,"Shop No-1,, Teenhath Naka, Thane West, Thane - 400607",Verified
"Maroofa Furniture in Mazgaon, Mumbai",3.5,3,"Ekta Nagar, Wadi Bunder Road, Mazgaon, Mumbai - 400010, Near Mazgaon Garden",Not Verified
"Shree Ganesh Enterprises in Mira Road, Mumbai",3.7,10,"Shop No B 06,Ramdev Enclave, Ramdev Park Road, Mira Road, Thane - 401107, Opp Seven Squre Academy",Not Verified
"Naseeman Enterprises in Vasai East, Mumbai",4.2,4,"Shop No A/2 Near Aarti Industrial, Valiv Road, Vasai East, Palghar - 401208, Opposite Geeta Udyog",Not Verified
"Sanjay D Vishwakarma (Carpenter) in Goregaon East, Mumbai",4.4,18,"Indian Oil Complex, Suchidham, Goregaon East, Mumbai - 400063, Near Dindoshi Bus Depo",Not Verified
"Rina Enterprises in Fort, Mumbai",4.0,3,"Hanuman Building,, 308, Perin Nariman Street, Fort, Mumbai - 400001, Opposite R.b.i.",Not Verified
"S Kumar Enterprises in Dadar West, Mumbai",3.5,3,"Navalkar Niwas, Shankar Ghanekar Marg, Dadar West, Mumbai - 400028",Not Verified
"Nakoda Electric Hardware Store in Powai, Mumbai",4.4,83,"Shop No 47, C Wing, Prathmesh Galaxy, Adi Shankaracharya Road, Powai, Mumbai - 400076",Verified
"Square Interior in Kandivali West, Mumbai",3.9,4,"Ganesh Nagar, Kandivali West, Mumbai - 400067",Verified
"Poonam Ply in Thane West, Mumbai",4.4,34,"Shop No 5,Mahesh Darshan Building, Near Makhmali Talao, Thane West, Thane - 400601, Near Bharat Gas and Makhmali Talao",Verified
"S.k Interior in Kalyan West, Mumbai",4.8,4,"Shop No-14,Surya Mukhi, Patripool, Kalyan West, Kalyan - 421301",Not Verified
"Z Furniture Art in Bandra East, Mumbai",4.9,84,"Room No 406 Ashiyana Apartment, Ahmed Zakaira Nagar, Bandra East, Mumbai - 400051",Not Verified
"Om Sai Furnitures in Ulhasnagar No 3, Mumbai",3.9,34,"Shop No 1109, Ulhasnagar No 3, Thane - 421002, Near Bajaj Shopping Complex",Verified
"M S Enterprises in Kandivali East, Mumbai",4.9,7,"Samata Nagar Singh Estate Road 5, Thakur Village, Kandivali East, Mumbai - 400101, Siddhi Vinayak Hospital",Not Verified
"B King Home Repair in Kharghar, Mumbai",5.0,2,"Room No 4 Shri Sadguru Krupa, Sector 13, Kharghar, Navi Mumbai - 410210, Near Ambika Bhavan",Not Verified
"A 2 Z Furniture in Nerul, Mumbai",4.4,17,"Shop No.2,Plot No.727,Pandit Darshan Building, Sector 20, Nerul, Navi Mumbai - 400706, Samsaan Bhoomi",Not Verified
"Krishna Art in Khar East, Mumbai",4.6,11,"B/4 Vishwakarma Bhavan, Sai Baba Road, Khar East, Mumbai - 400051, Near Ektar Temple",Not Verified
"Vaishnavi Enterprises in Kalyan West, Mumbai",3.7,3,"Shop No. B/6 Shankar Palace, Chikanghar, Kalyan West, Kalyan - 421301, Near Chatri Banglow",Not Verified
"Altamountt Interior and Civil Contractor in Bandra West, Mumbai",4.5,13,"203 Louis Belle, 16th Road,, Bandra West, Mumbai - 400050",Not Verified
"Alisha Enterprises in Sakinaka, Mumbai",4.1,22,"Shop No 2,Vijay Nagar, Jari Mari Kurla Andheri Road, Sakinaka, Mumbai - 400072, Opposite Farooqui Hotel",Verified
"Kanchandra Enterprises in Thane West, Mumbai",5.0,4,"Keni Nagar, Road No. 34 Office No 23, Thane West, Thane - 400604, Shiv Sai Mitra Mandal",Not Verified
"Ved Prakash Pandey in Mahalaxmi, Mumbai",5.0,1,"305,3rd Floor,B Wing,Shirin Apartment, Haines Road, Mahalaxmi, Mumbai - 400011, Near La View Tower",Not Verified
"Eco Facility & Allied Services in Malad East, Mumbai",3.5,2,"52 Indira Nagar Saibaba Society, Rani Sati Marg, Malad East, Mumbai - 400097",Not Verified
"Ansh Furniture Works in Airoli, Mumbai",3.5,2,"Shop No. 3, Jai Kalika Apartment, Plot No. C 22, Sector 9, Airoli, Navi Mumbai - 400708, Near D Mart Road",Not Verified
"Diamonds Furniture in Govandi West, Mumbai",4.7,3,"Shop No.85/06 Samaj Kalyan Kendra, Rafik Nagar Shivaji Nagar, Govandi West, Mumbai - 400043, Near Jaffri School",Verified
"Nobel Enterprises in Khidkali, Mumbai",4.5,2,"Shop No 6, Omkara 3, Cosmos Meluha, Kalyan Shilphata Road, Khidkali, Thane - 421204, Near Neon Hospital",Not Verified
"Aman Enterprises in Worli, Mumbai",4.5,5,"Deasai Oceanic 102 Koliwada, Worli, Mumbai - 400018, Near Worli Bus Depot",Not Verified
"Omraj Interiors Project in Airoli, Mumbai",4.3,25,"Room Number 15, Ganesh Nagar , Chinch Pada, Airoli, Navi Mumbai - 400708, Near Hanuman Mandir",Verified
"Manisha Interior in Kandivali East, Mumbai",3.5,2,"Swastik Soch Near Pal School, Gokul Nagar, Kandivali (E), Kandivali East, Mumbai - 400101, Lokhandwala",Not Verified
"Ragini Interior Design Home Decorator in Bhaskar Nagar-kalwa, Mumbai",4.7,3,"Room No 559, Church Road, Bhaskar Nagar-kalwa, Thane - 400605, Golai Devi Nagar, Motiram Chowk",Not Verified
"Ved Prakash Pandey in Mahalaxmi, Mumbai",5.0,1,"305,3rd Floor,B Wing,Shirin Apartment, Haines Road, Mahalaxmi, Mumbai - 400011, Near La View Tower",Not Verified
"Omraj Interiors Project in Airoli, Mumbai",4.3,25,"Room Number 15, Ganesh Nagar , Chinch Pada, Airoli, Navi Mumbai - 400708, Near Hanuman Mandir",Verified
"Renovate Interio in Virar East, Mumbai",4.9,41,"Office No 404,4th Floor Om Arcade, V S Marg, Virar East, Palghar - 401305, Opposite Periera Hall",Not Verified
"Chandrabhan Enterprises in Sion, Mumbai",3.5,2,"Grd Rm.no 26 Rawlicamp, RAWLICAMP HOSPITAL SION KOLIWADA, Sion, Mumbai - 400022, Rawli Camp Hospital",Not Verified
"Furniture Tiles Marble and Other Civil Maintenance Alteration Work in Goregaon East, Mumbai",3.5,2,"Chilka Mulla, Mukadama Compaud, Goregaon East, Mumbai - 400063, City Star Hotel",Not Verified
"S P Gupta Interior in Malad East, Mumbai",4.8,2,"Shop N, Malad East, Mumbai - 400097, Thanaji Nagar",Not Verified
"Apes Services in Mulund West, Mumbai",3.5,2,"Office No. 29,Saidham Shopping Plaza, P K Road, Mulund West, Mumbai - 400080, Saidham",Not Verified
"M R B Interior Wood Workers Contractor in Kandivali East, Mumbai",2.5,2,"Kranti Nagar, Kandivali East, Mumbai - 400101",Not Verified
"Krishna Interior Decorator Works in Dharavi, Mumbai",5.0,2,"A-2,353 Gr Flr, Kasturi Chawl, Kumbharwada Road, Dharavi, Mumbai - 400017, Anna Nagar",Not Verified
"Ved Prakash Pandey in Mahalaxmi, Mumbai",5.0,1,"305,3rd Floor,B Wing,Shirin Apartment, Haines Road, Mahalaxmi, Mumbai - 400011, Near La View Tower",Not Verified
"Shilpa Interior in Kandivali East, Mumbai",5.0,1,"Building No 15 Room No 11, Road No 1, Kandivali East, Mumbai - 400101",Not Verified
"Ansh Furniture Works in Airoli, Mumbai",3.5,2,"Shop No. 3, Jai Kalika Apartment, Plot No. C 22, Sector 9, Airoli, Navi Mumbai - 400708, Near D Mart Road",Not Verified
